"No","Time1","Pressure1","","No","Time2","Pressure2"
"77","3/20/2024 9:17","51.227","","77","3/20/2024 11:20","6.472"
"78","3/20/2024 9:17","51.228","","78","3/20/2024 11:20","6.468"
"79","3/20/2024 9:17","51.227","","79","3/20/2024 11:20","6.47"
"80","3/20/2024 9:17","51.226","","80","3/20/2024 11:20","6.47"
"81","3/20/2024 9:17","51.227","","81","3/20/2024 11:20","6.471"
"82","3/20/2024 9:17","51.225","","82","3/20/2024 11:20","6.47"
"83","3/20/2024 9:17","51.225","","83","3/20/2024 11:20","6.471"
"84","3/20/2024 9:17","51.226","","84","3/20/2024 11:20","6.469"
"85","3/20/2024 9:17","51.227","","85","3/20/2024 11:20","6.468"
"86","3/20/2024 9:18","51.224","","86","3/20/2024 11:20","6.469"
"87","3/20/2024 9:18","51.224","","87","3/20/2024 11:20","6.47"
"88","3/20/2024 9:18","51.223","","88","3/20/2024 11:20","6.47"
"89","3/20/2024 9:18","51.224","","89","3/20/2024 11:20","6.472"
"90","3/20/2024 9:18","51.226","","90","3/20/2024 11:20","6.472"
"91","3/20/2024 9:18","51.225","","91","3/20/2024 11:20","6.468"
"92","3/20/2024 9:18","51.226","","92","3/20/2024 11:20","6.467"
"93","3/20/2024 9:18","51.226","","93","3/20/2024 11:20","6.469"
"94","3/20/2024 9:18","51.226","","94","3/20/2024 11:20","6.468"
"95","3/20/2024 9:18","51.226","","95","3/20/2024 11:20","6.47"
"96","3/20/2024 9:18","51.223","","96","3/20/2024 11:20","6.468"
"97","3/20/2024 9:18","51.224","","97","3/20/2024 11:20","6.47"
"98","3/20/2024 9:18","51.223","","98","3/20/2024 11:20","6.471"
"99","3/20/2024 9:18","51.222","","99","3/20/2024 11:20","6.471"
"100","3/20/2024 9:18","51.222","","100","3/20/2024 11:20","6.471"
"101","3/20/2024 9:18","51.224","","101","3/20/2024 11:20","6.471"
"102","3/20/2024 9:18","51.222","","102","3/20/2024 11:20","6.472"
"103","3/20/2024 9:18","51.225","","103","3/20/2024 11:20","6.472"
"104","3/20/2024 9:18","51.224","","104","3/20/2024 11:20","6.468"
"105","3/20/2024 9:18","51.223","","105","3/20/2024 11:20","6.469"
"106","3/20/2024 9:18","51.223","","106","3/20/2024 11:20","6.469"
"107","3/20/2024 9:18","51.224","","107","3/20/2024 11:20","6.47"
"108","3/20/2024 9:18","51.223","","108","3/20/2024 11:20","6.468"
"109","3/20/2024 9:18","51.221","","109","3/20/2024 11:20","6.468"
"110","3/20/2024 9:18","51.22","","110","3/20/2024 11:20","6.471"
"111","3/20/2024 9:18","51.22","","111","3/20/2024 11:20","6.471"
"112","3/20/2024 9:18","51.222","","112","3/20/2024 11:20","6.469"
"113","3/20/2024 9:18","51.221","","113","3/20/2024 11:20","6.467"
"114","3/20/2024 9:18","51.221","","114","3/20/2024 11:20","6.467"
"115","3/20/2024 9:18","51.222","","115","3/20/2024 11:20","6.468"
"116","3/20/2024 9:18","51.222","","116","3/20/2024 11:20","6.473"
"117","3/20/2024 9:18","51.221","","117","3/20/2024 11:20","6.473"
"118","3/20/2024 9:18","51.22","","118","3/20/2024 11:20","6.472"
"119","3/20/2024 9:18","51.222","","119","3/20/2024 11:20","6.472"
"120","3/20/2024 9:18","51.221","","120","3/20/2024 11:20","6.468"
"121","3/20/2024 9:18","51.222","","121","3/20/2024 11:20","6.47"
"122","3/20/2024 9:18","51.223","","122","3/20/2024 11:20","6.47"
"123","3/20/2024 9:18","51.22","","123","3/20/2024 11:20","6.469"
"124","3/20/2024 9:18","51.221","","124","3/20/2024 11:20","6.474"
"125","3/20/2024 9:18","51.223","","125","3/20/2024 11:20","6.47"
"126","3/20/2024 9:18","51.221","","126","3/20/2024 11:20","6.47"
"127","3/20/2024 9:18","51.221","","127","3/20/2024 11:20","6.472"
"128","3/20/2024 9:18","51.22","","128","3/20/2024 11:20","6.472"
"129","3/20/2024 9:18","51.221","","129","3/20/2024 11:20","6.471"
"130","3/20/2024 9:18","51.223","","130","3/20/2024 11:20","6.472"
"131","3/20/2024 9:18","51.223","","131","3/20/2024 11:21","6.472"
"132","3/20/2024 9:18","51.22","","132","3/20/2024 11:21","6.474"
"133","3/20/2024 9:18","51.218","","133","3/20/2024 11:21","6.473"
"134","3/20/2024 9:18","51.215","","134","3/20/2024 11:21","6.472"
"135","3/20/2024 9:18","51.217","","135","3/20/2024 11:21","6.472"
"136","3/20/2024 9:18","51.218","","136","3/20/2024 11:21","6.473"
"137","3/20/2024 9:18","51.22","","137","3/20/2024 11:21","6.474"
"138","3/20/2024 9:18","51.217","","138","3/20/2024 11:21","6.472"
"139","3/20/2024 9:18","51.217","","139","3/20/2024 11:21","6.473"
"140","3/20/2024 9:18","51.218","","140","3/20/2024 11:21","6.472"
"141","3/20/2024 9:18","51.22","","141","3/20/2024 11:21","6.47"
"142","3/20/2024 9:18","51.217","","142","3/20/2024 11:21","6.471"
"143","3/20/2024 9:18","51.216","","143","3/20/2024 11:21","6.472"
"144","3/20/2024 9:18","51.213","","144","3/20/2024 11:21","6.47"
"145","3/20/2024 9:18","51.215","","145","3/20/2024 11:21","6.47"
"146","3/20/2024 9:19","51.216","","146","3/20/2024 11:21","6.47"
"147","3/20/2024 9:19","51.216","","147","3/20/2024 11:21","6.47"
"148","3/20/2024 9:19","51.215","","148","3/20/2024 11:21","6.473"
"149","3/20/2024 9:19","51.215","","149","3/20/2024 11:21","6.471"
"150","3/20/2024 9:19","51.215","","150","3/20/2024 11:21","6.471"
"151","3/20/2024 9:19","51.213","","151","3/20/2024 11:21","6.47"
"152","3/20/2024 9:19","51.212","","152","3/20/2024 11:21","6.47"
"153","3/20/2024 9:19","51.211","","153","3/20/2024 11:21","6.472"
"154","3/20/2024 9:19","51.216","","154","3/20/2024 11:21","6.474"
"155","3/20/2024 9:19","51.216","","155","3/20/2024 11:21","6.471"
"156","3/20/2024 9:19","51.215","","156","3/20/2024 11:21","6.472"
"157","3/20/2024 9:19","51.212","","157","3/20/2024 11:21","6.473"
"158","3/20/2024 9:19","51.213","","158","3/20/2024 11:21","6.468"
"159","3/20/2024 9:19","51.216","","159","3/20/2024 11:21","6.468"
"160","3/20/2024 9:19","51.217","","160","3/20/2024 11:21","6.468"
"161","3/20/2024 9:19","51.215","","161","3/20/2024 11:21","6.471"
"162","3/20/2024 9:19","51.214","","162","3/20/2024 11:21","6.473"
"163","3/20/2024 9:19","51.214","","163","3/20/2024 11:21","6.473"
"164","3/20/2024 9:19","51.215","","164","3/20/2024 11:21","6.472"
"165","3/20/2024 9:19","51.213","","165","3/20/2024 11:21","6.473"
"166","3/20/2024 9:19","51.215","","166","3/20/2024 11:21","6.473"
"167","3/20/2024 9:19","51.217","","167","3/20/2024 11:21","6.472"
"168","3/20/2024 9:19","51.216","","168","3/20/2024 11:21","6.473"
"169","3/20/2024 9:19","51.218","","169","3/20/2024 11:21","6.471"
"170","3/20/2024 9:19","51.216","","170","3/20/2024 11:21","6.473"
"171","3/20/2024 9:19","51.213","","171","3/20/2024 11:21","6.471"
"172","3/20/2024 9:19","51.215","","172","3/20/2024 11:21","6.473"
"173","3/20/2024 9:19","51.217","","173","3/20/2024 11:21","6.476"
"174","3/20/2024 9:19","51.217","","174","3/20/2024 11:21","6.476"
"175","3/20/2024 9:19","51.214","","175","3/20/2024 11:21","6.475"
"176","3/20/2024 9:19","51.214","","176","3/20/2024 11:21","6.475"
"177","3/20/2024 9:19","51.214","","177","3/20/2024 11:21","6.475"
"178","3/20/2024 9:19","51.215","","178","3/20/2024 11:21","6.476"
"179","3/20/2024 9:19","51.211","","179","3/20/2024 11:21","6.475"
"180","3/20/2024 9:19","51.209","","180","3/20/2024 11:21","6.472"
"181","3/20/2024 9:19","51.21","","181","3/20/2024 11:21","6.472"
"182","3/20/2024 9:19","51.209","","182","3/20/2024 11:21","6.471"
"183","3/20/2024 9:19","51.211","","183","3/20/2024 11:21","6.47"
"184","3/20/2024 9:19","51.21","","184","3/20/2024 11:21","6.473"
"185","3/20/2024 9:19","51.209","","185","3/20/2024 11:21","6.472"
"186","3/20/2024 9:19","51.212","","186","3/20/2024 11:21","6.471"
"187","3/20/2024 9:19","51.208","","187","3/20/2024 11:21","6.472"
"188","3/20/2024 9:19","51.211","","188","3/20/2024 11:21","6.472"
"189","3/20/2024 9:19","51.211","","189","3/20/2024 11:21","6.471"
"190","3/20/2024 9:19","51.212","","190","3/20/2024 11:22","6.47"
"191","3/20/2024 9:19","51.211","","191","3/20/2024 11:22","6.47"
"192","3/20/2024 9:19","51.212","","192","3/20/2024 11:22","6.47"
"193","3/20/2024 9:19","51.211","","193","3/20/2024 11:22","6.472"
"194","3/20/2024 9:19","51.21","","194","3/20/2024 11:22","6.472"
"195","3/20/2024 9:19","51.209","","195","3/20/2024 11:22","6.472"
"196","3/20/2024 9:19","51.21","","196","3/20/2024 11:22","6.476"
"197","3/20/2024 9:19","51.211","","197","3/20/2024 11:22","6.473"
"198","3/20/2024 9:19","51.21","","198","3/20/2024 11:22","6.471"
"199","3/20/2024 9:19","51.209","","199","3/20/2024 11:22","6.471"
"200","3/20/2024 9:19","51.209","","200","3/20/2024 11:22","6.47"
"201","3/20/2024 9:19","51.211","","201","3/20/2024 11:22","6.467"
"202","3/20/2024 9:19","51.211","","202","3/20/2024 11:22","6.468"
"203","3/20/2024 9:19","51.214","","203","3/20/2024 11:22","6.471"
"204","3/20/2024 9:19","51.211","","204","3/20/2024 11:22","6.473"
"205","3/20/2024 9:20","51.213","","205","3/20/2024 11:22","6.472"
"206","3/20/2024 9:20","51.21","","206","3/20/2024 11:22","6.474"
"207","3/20/2024 9:20","51.213","","207","3/20/2024 11:22","6.474"
"208","3/20/2024 9:20","51.212","","208","3/20/2024 11:22","6.474"
"209","3/20/2024 9:20","51.21","","209","3/20/2024 11:22","6.472"
"210","3/20/2024 9:20","51.209","","210","3/20/2024 11:22","6.473"
"211","3/20/2024 9:20","51.213","","211","3/20/2024 11:22","6.475"
"212","3/20/2024 9:20","51.212","","212","3/20/2024 11:22","6.473"
"213","3/20/2024 9:20","51.21","","213","3/20/2024 11:22","6.476"
"214","3/20/2024 9:20","51.214","","214","3/20/2024 11:22","6.476"
"215","3/20/2024 9:20","51.213","","215","3/20/2024 11:22","6.475"
"216","3/20/2024 9:20","51.21","","216","3/20/2024 11:22","6.476"
"217","3/20/2024 9:20","51.21","","217","3/20/2024 11:22","6.473"
"218","3/20/2024 9:20","51.209","","218","3/20/2024 11:22","6.474"
"219","3/20/2024 9:20","51.212","","219","3/20/2024 11:22","6.471"
"220","3/20/2024 9:20","51.21","","220","3/20/2024 11:22","6.47"
"221","3/20/2024 9:20","51.207","","221","3/20/2024 11:22","6.469"
"222","3/20/2024 9:20","51.209","","222","3/20/2024 11:22","6.471"
"223","3/20/2024 9:20","51.207","","223","3/20/2024 11:22","6.475"
"224","3/20/2024 9:20","51.21","","224","3/20/2024 11:22","6.476"
"225","3/20/2024 9:20","51.21","","225","3/20/2024 11:22","6.474"
"226","3/20/2024 9:20","51.211","","226","3/20/2024 11:22","6.472"
"227","3/20/2024 9:20","51.211","","227","3/20/2024 11:22","6.473"
"228","3/20/2024 9:20","51.212","","228","3/20/2024 11:22","6.473"
"229","3/20/2024 9:20","51.209","","229","3/20/2024 11:22","6.471"
"230","3/20/2024 9:20","51.21","","230","3/20/2024 11:22","6.469"
"231","3/20/2024 9:20","51.21","","231","3/20/2024 11:22","6.469"
"232","3/20/2024 9:20","51.207","","232","3/20/2024 11:22","6.474"
"233","3/20/2024 9:20","51.207","","233","3/20/2024 11:22","6.475"
"234","3/20/2024 9:20","51.207","","234","3/20/2024 11:22","6.474"
"235","3/20/2024 9:20","51.209","","235","3/20/2024 11:22","6.473"
"236","3/20/2024 9:20","51.209","","236","3/20/2024 11:22","6.472"
"237","3/20/2024 9:20","51.21","","237","3/20/2024 11:22","6.472"
"238","3/20/2024 9:20","51.21","","238","3/20/2024 11:22","6.473"
"239","3/20/2024 9:20","51.208","","239","3/20/2024 11:22","6.474"
"240","3/20/2024 9:20","51.211","","240","3/20/2024 11:22","6.474"
"241","3/20/2024 9:20","51.211","","241","3/20/2024 11:22","6.476"
"242","3/20/2024 9:20","51.212","","242","3/20/2024 11:22","6.475"
"243","3/20/2024 9:20","51.209","","243","3/20/2024 11:22","6.474"
"244","3/20/2024 9:20","51.21","","244","3/20/2024 11:22","6.472"
"245","3/20/2024 9:20","51.209","","245","3/20/2024 11:22","6.472"
"246","3/20/2024 9:20","51.209","","246","3/20/2024 11:22","6.47"
"247","3/20/2024 9:20","51.208","","247","3/20/2024 11:22","6.473"
"248","3/20/2024 9:20","51.207","","248","3/20/2024 11:22","6.474"
"249","3/20/2024 9:20","51.21","","249","3/20/2024 11:23","6.473"
"250","3/20/2024 9:20","51.208","","250","3/20/2024 11:23","6.474"
"251","3/20/2024 9:20","51.208","","251","3/20/2024 11:23","6.476"
"252","3/20/2024 9:20","51.207","","252","3/20/2024 11:23","6.476"
"253","3/20/2024 9:20","51.207","","253","3/20/2024 11:23","6.476"
"254","3/20/2024 9:20","51.205","","254","3/20/2024 11:23","6.475"
"255","3/20/2024 9:20","51.207","","255","3/20/2024 11:23","6.476"
"256","3/20/2024 9:20","51.206","","256","3/20/2024 11:23","6.474"
"257","3/20/2024 9:20","51.205","","257","3/20/2024 11:23","6.475"
"258","3/20/2024 9:20","51.203","","258","3/20/2024 11:23","6.474"
"259","3/20/2024 9:20","51.203","","259","3/20/2024 11:23","6.472"
"260","3/20/2024 9:20","51.203","","260","3/20/2024 11:23","6.475"
"261","3/20/2024 9:20","51.204","","261","3/20/2024 11:23","6.476"
"262","3/20/2024 9:20","51.205","","262","3/20/2024 11:23","6.476"
"263","3/20/2024 9:20","51.206","","263","3/20/2024 11:23","6.476"
"264","3/20/2024 9:20","51.204","","264","3/20/2024 11:23","6.475"
"265","3/20/2024 9:21","51.205","","265","3/20/2024 11:23","6.476"
"266","3/20/2024 9:21","51.204","","266","3/20/2024 11:23","6.475"
"267","3/20/2024 9:21","51.207","","267","3/20/2024 11:23","6.475"
"268","3/20/2024 9:21","51.205","","268","3/20/2024 11:23","6.478"
"269","3/20/2024 9:21","51.203","","269","3/20/2024 11:23","6.477"
"270","3/20/2024 9:21","51.201","","270","3/20/2024 11:23","6.476"
"271","3/20/2024 9:21","51.202","","271","3/20/2024 11:23","6.476"
"272","3/20/2024 9:21","51.201","","272","3/20/2024 11:23","6.476"
"273","3/20/2024 9:21","51.2","","273","3/20/2024 11:23","6.474"
"274","3/20/2024 9:21","51.202","","274","3/20/2024 11:23","6.474"
"275","3/20/2024 9:21","51.203","","275","3/20/2024 11:23","6.478"
"276","3/20/2024 9:21","51.203","","276","3/20/2024 11:23","6.476"
"277","3/20/2024 9:21","51.202","","277","3/20/2024 11:23","6.478"
"278","3/20/2024 9:21","51.202","","278","3/20/2024 11:23","6.475"
"279","3/20/2024 9:21","51.203","","279","3/20/2024 11:23","6.475"
"280","3/20/2024 9:21","51.204","","280","3/20/2024 11:23","6.475"
"281","3/20/2024 9:21","51.2","","281","3/20/2024 11:23","6.477"
"282","3/20/2024 9:21","51.201","","282","3/20/2024 11:23","6.479"
"283","3/20/2024 9:21","51.198","","283","3/20/2024 11:23","6.478"
"284","3/20/2024 9:21","51.202","","284","3/20/2024 11:23","6.476"
"285","3/20/2024 9:21","51.203","","285","3/20/2024 11:23","6.477"
"286","3/20/2024 9:21","51.199","","286","3/20/2024 11:23","6.478"
"287","3/20/2024 9:21","51.198","","287","3/20/2024 11:23","6.479"
"288","3/20/2024 9:21","51.199","","288","3/20/2024 11:23","6.475"
"289","3/20/2024 9:21","51.198","","289","3/20/2024 11:23","6.474"
"290","3/20/2024 9:21","51.199","","290","3/20/2024 11:23","6.473"
"291","3/20/2024 9:21","51.199","","291","3/20/2024 11:23","6.478"
"292","3/20/2024 9:21","51.198","","292","3/20/2024 11:23","6.477"
"293","3/20/2024 9:21","51.197","","293","3/20/2024 11:23","6.478"
"294","3/20/2024 9:21","51.198","","294","3/20/2024 11:23","6.478"
"295","3/20/2024 9:21","51.195","","295","3/20/2024 11:23","6.477"
"296","3/20/2024 9:21","51.196","","296","3/20/2024 11:23","6.477"
"297","3/20/2024 9:21","51.2","","297","3/20/2024 11:23","6.474"
"298","3/20/2024 9:21","51.198","","298","3/20/2024 11:23","6.474"
"299","3/20/2024 9:21","51.197","","299","3/20/2024 11:23","6.473"
"300","3/20/2024 9:21","51.195","","300","3/20/2024 11:23","6.475"
"301","3/20/2024 9:21","51.197","","301","3/20/2024 11:23","6.477"
"302","3/20/2024 9:21","51.198","","302","3/20/2024 11:23","6.478"
"303","3/20/2024 9:21","51.199","","303","3/20/2024 11:23","6.477"
"304","3/20/2024 9:21","51.197","","304","3/20/2024 11:23","6.474"
"305","3/20/2024 9:21","51.198","","305","3/20/2024 11:23","6.477"
"306","3/20/2024 9:21","51.196","","306","3/20/2024 11:23","6.476"
"307","3/20/2024 9:21","51.196","","307","3/20/2024 11:24","6.477"
"308","3/20/2024 9:21","51.197","","308","3/20/2024 11:24","6.48"
"309","3/20/2024 9:21","51.196","","309","3/20/2024 11:24","6.48"
"310","3/20/2024 9:21","51.195","","310","3/20/2024 11:24","6.476"
"311","3/20/2024 9:21","51.194","","311","3/20/2024 11:24","6.479"
"312","3/20/2024 9:21","51.195","","312","3/20/2024 11:24","6.481"
"313","3/20/2024 9:21","51.197","","313","3/20/2024 11:24","6.48"
"314","3/20/2024 9:21","51.195","","314","3/20/2024 11:24","6.48"
"315","3/20/2024 9:21","51.199","","315","3/20/2024 11:24","6.477"
"316","3/20/2024 9:21","51.199","","316","3/20/2024 11:24","6.48"
"317","3/20/2024 9:21","51.198","","317","3/20/2024 11:24","6.479"
"318","3/20/2024 9:21","51.197","","318","3/20/2024 11:24","6.479"
"319","3/20/2024 9:21","51.198","","319","3/20/2024 11:24","6.478"
"320","3/20/2024 9:21","51.195","","320","3/20/2024 11:24","6.478"
"321","3/20/2024 9:21","51.194","","321","3/20/2024 11:24","6.479"
"322","3/20/2024 9:21","51.195","","322","3/20/2024 11:24","6.478"
"323","3/20/2024 9:21","51.196","","323","3/20/2024 11:24","6.479"
"324","3/20/2024 9:22","51.195","","324","3/20/2024 11:24","6.48"
"325","3/20/2024 9:22","51.194","","325","3/20/2024 11:24","6.484"
"326","3/20/2024 9:22","51.193","","326","3/20/2024 11:24","6.483"
"327","3/20/2024 9:22","51.194","","327","3/20/2024 11:24","6.483"
"328","3/20/2024 9:22","51.196","","328","3/20/2024 11:24","6.483"
"329","3/20/2024 9:22","51.193","","329","3/20/2024 11:24","6.484"
"330","3/20/2024 9:22","51.195","","330","3/20/2024 11:24","6.484"
"331","3/20/2024 9:22","51.192","","331","3/20/2024 11:24","6.484"
"332","3/20/2024 9:22","51.191","","332","3/20/2024 11:24","6.484"
"333","3/20/2024 9:22","51.195","","333","3/20/2024 11:24","6.482"
"334","3/20/2024 9:22","51.195","","334","3/20/2024 11:24","6.482"
"335","3/20/2024 9:22","51.195","","335","3/20/2024 11:24","6.484"
"336","3/20/2024 9:22","51.198","","336","3/20/2024 11:24","6.483"
"337","3/20/2024 9:22","51.197","","337","3/20/2024 11:24","6.483"
"338","3/20/2024 9:22","51.197","","338","3/20/2024 11:24","6.484"
"339","3/20/2024 9:22","51.196","","339","3/20/2024 11:24","6.486"
"340","3/20/2024 9:22","51.196","","340","3/20/2024 11:24","6.486"
"341","3/20/2024 9:22","51.197","","341","3/20/2024 11:24","6.483"
"342","3/20/2024 9:22","51.195","","342","3/20/2024 11:24","6.483"
"343","3/20/2024 9:22","51.196","","343","3/20/2024 11:24","6.482"
"344","3/20/2024 9:22","51.194","","344","3/20/2024 11:24","6.48"
"345","3/20/2024 9:22","51.193","","345","3/20/2024 11:24","6.483"
"346","3/20/2024 9:22","51.195","","346","3/20/2024 11:24","6.482"
"347","3/20/2024 9:22","51.195","","347","3/20/2024 11:24","6.484"
"348","3/20/2024 9:22","51.195","","348","3/20/2024 11:24","6.482"
"349","3/20/2024 9:22","51.191","","349","3/20/2024 11:24","6.486"
"350","3/20/2024 9:22","51.193","","350","3/20/2024 11:24","6.484"
"351","3/20/2024 9:22","51.189","","351","3/20/2024 11:24","6.483"
"352","3/20/2024 9:22","51.19","","352","3/20/2024 11:24","6.483"
"353","3/20/2024 9:22","51.191","","353","3/20/2024 11:24","6.482"
"354","3/20/2024 9:22","51.192","","354","3/20/2024 11:24","6.48"
"355","3/20/2024 9:22","51.189","","355","3/20/2024 11:24","6.478"
"356","3/20/2024 9:22","51.187","","356","3/20/2024 11:24","6.482"
"357","3/20/2024 9:22","51.189","","357","3/20/2024 11:24","6.481"
"358","3/20/2024 9:22","51.188","","358","3/20/2024 11:24","6.484"
"359","3/20/2024 9:22","51.189","","359","3/20/2024 11:24","6.485"
"360","3/20/2024 9:22","51.19","","360","3/20/2024 11:24","6.485"
"361","3/20/2024 9:22","51.191","","361","3/20/2024 11:24","6.485"
"362","3/20/2024 9:22","51.189","","362","3/20/2024 11:24","6.485"
"363","3/20/2024 9:22","51.189","","363","3/20/2024 11:24","6.486"
"364","3/20/2024 9:22","51.186","","364","3/20/2024 11:24","6.483"
"365","3/20/2024 9:22","51.19","","365","3/20/2024 11:24","6.485"
"366","3/20/2024 9:22","51.191","","366","3/20/2024 11:25","6.487"
"367","3/20/2024 9:22","51.19","","367","3/20/2024 11:25","6.484"
"368","3/20/2024 9:22","51.192","","368","3/20/2024 11:25","6.489"
"369","3/20/2024 9:22","51.191","","369","3/20/2024 11:25","6.486"
"370","3/20/2024 9:22","51.189","","370","3/20/2024 11:25","6.484"
"371","3/20/2024 9:22","51.189","","371","3/20/2024 11:25","6.485"
"372","3/20/2024 9:22","51.192","","372","3/20/2024 11:25","6.486"
"373","3/20/2024 9:22","51.19","","373","3/20/2024 11:25","6.483"
"374","3/20/2024 9:22","51.189","","374","3/20/2024 11:25","6.485"
"375","3/20/2024 9:22","51.188","","375","3/20/2024 11:25","6.484"
"376","3/20/2024 9:22","51.188","","376","3/20/2024 11:25","6.484"
